No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1761826923.6575646,0,1,0.0171,0.037,0.0251,0.0249,1.7636,3.6967,2.4947,0.0,0.0,0.0,12.41,None,0.00025200843811035156,22.356,True,None,sfc_cache_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,8.165,7.335,16.5,2079.3709327548804,10.0,2089.3709327548804
0,1761826923.6586466,0.0,1,0.0171,0.037,0.0251,0.0249,1.7636,3.6967,2.4947,0.0,0.0,0.0,18.0,None,0.00025200843811035156,4.907,True,None,sfc_unique_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,8.165,7.335,16.5,2079.3709327548804,10.0,2089.3709327548804
0,1761826923.6757424,0.0,2,0.0387,0.0605,0.0341,0.0499,4.1038,6.0478,4.9894,0.0,0.0,0.0,5.64,None,0.06153392791748047,5.241,True,None,sfc_cache_p2_1,0,None,0,0,0,2,4,0,0,0,False,100.0,9.5,6.0,16.5,2117.513170127053,20.0,2137.513170127053
0,1761826923.6762364,0.0,2,0.0387,0.0605,0.0341,0.0499,4.1038,6.0478,4.9894,0.0,0.0,0.0,23.24,None,0.06153392791748047,5.211,True,None,sfc_unique_p2_1,0,None,0,0,0,2,4,0,0,0,False,100.0,9.5,6.0,16.5,2117.513170127053,20.0,2137.513170127053
0,1761826923.6921504,0.0,3,0.038,0.1277,0.0466,0.0748,4.1038,12.7684,7.4841,0.0,0.0,0.0,5.44,None,0.07907581329345703,5.503,True,None,sfc_cache_p3_1,0,None,0,4.33,0,5,6,0,0,0,False,100.0,6.333333333333333,8.445,16.5,2152.9302882202273,30.0,2182.9302882202273
0,1761826923.6924956,0.0,3,0.038,0.1277,0.0466,0.0748,4.1038,12.7684,7.4841,0.0,0.0,0.0,7.36,None,0.07907581329345703,5.014,True,None,sfc_unique_p3_1,0,None,0,4.33,0,5,6,0,0,0,False,100.0,6.333333333333333,8.445,16.5,2152.9302882202273,30.0,2182.9302882202273
0,1761826923.7115505,0.1,4,0.0513,0.1579,0.0658,0.0748,5.7238,15.7923,7.4841,0.0,0.0,0.0,13.26,None,0.09537911415100098,5.557,True,None,sfc_cache_p4_1,0,None,4,4.33,33.0,7,8,0,0,0,False,100.0,6.625,7.83375,12.375,2191.3529718272925,40.0,2231.3529718272925
0,1761826923.711918,0.1,4,0.0513,0.1579,0.0658,0.0748,5.7238,15.7923,7.4841,0.0,0.0,0.0,16.87,None,0.09537911415100098,4.863,True,None,sfc_unique_p4_1,0,None,4,4.33,33.0,7,8,0,0,0,False,100.0,6.625,7.83375,12.375,2191.3529718272925,40.0,2231.3529718272925
0,1761826923.7270179,0.1,5,0.071,0.1814,0.0812,0.0998,8.0641,18.1433,9.9788,0.0,0.0,0.0,9.82,None,0.11471271514892578,5.049,True,None,sfc_cache_p5_1,0,None,4,4.33,33.0,8,10,0,0,0,False,100.0,7.4670000000000005,7.2,13.2,2228.5438611982254,50.0,2278.5438611982254
0,1761826923.7273266,0.1,5,0.071,0.1814,0.0812,0.0998,8.0641,18.1433,9.9788,0.0,0.0,0.0,18.9,None,0.11471271514892578,4.902,True,None,sfc_unique_p5_1,0,None,4,4.33,33.0,8,10,0,0,0,False,100.0,7.4670000000000005,7.2,13.2,2228.5438611982254,50.0,2278.5438611982254
0,1761826923.7480621,0.1,6,0.0698,0.2386,0.0912,0.0998,8.0641,23.856,9.9788,0.0,0.0,0.0,6.18,None,0.13018035888671875,5.585,True,None,sfc_cache_p6_1,0,None,8,8.66,66.0,12,12,0,0,0,False,100.0,6.2225,7.889166666666667,11.0,2258.5438611982254,60.0,2318.5438611982254
0,1761826923.748416,0.1,6,0.0698,0.2386,0.0912,0.0998,8.0641,23.856,9.9788,0.0,0.0,0.0,9.27,None,0.13018035888671875,5.041,True,None,sfc_unique_p6_1,0,None,8,8.66,66.0,12,12,0,0,0,False,100.0,6.2225,7.889166666666667,11.0,2258.5438611982254,60.0,2318.5438611982254
0,1761826941.644547,18.0,6,0.0801,0.2839,0.1124,0.1247,9.468,28.3918,12.4735,0.0,0.0,0.0,8.17,None,0.00014090538024902344,6.045,True,None,sfc_cache_p1_2,0,None,8,8.66,66.0,12,14,0,0,0,False,100.0,6.262142857142857,8.047857142857143,11.785714285714286,2285.879894753134,70.0,2355.879894753134
0,1761826941.6449153,18.0,6,0.0801,0.2839,0.1124,0.1247,9.468,28.3918,12.4735,0.0,0.0,0.0,13.11,None,0.00014090538024902344,5.512,True,None,sfc_unique_p1_2,0,None,8,8.66,66.0,12,14,0,0,0,False,100.0,6.262142857142857,8.047857142857143,11.785714285714286,2285.879894753134,70.0,2355.879894753134
0,1761826941.6659305,18.0,7,0.1027,0.2948,0.1311,0.1497,12.3483,29.4829,14.9682,0.0,0.0,0.0,7.76,None,0.023737192153930664,6.232,True,None,sfc_cache_p2_2,0,None,8,8.66,66.0,13,16,0,0,0,False,100.0,7.14625,7.3125,12.375,2325.0431346043897,80.0,2405.0431346043897
