No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1761780491.4104218,0,1,0.0109,0.0521,0.0256,0.0249,1.1167,5.2061,2.4947,0.0,0.0,0.0,12.27,None,None,8.628,True,None,sfc_cache_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,5.17,10.33,16.5,2084.4223861439955,10.0,2094.4223861439955
0,1761780491.4108846,0.0,1,0.0109,0.0521,0.0256,0.0249,1.1167,5.2061,2.4947,0.0,0.0,0.0,18.72,None,None,7.407,True,None,sfc_unique_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,5.17,10.33,16.5,2084.4223861439955,10.0,2094.4223861439955
0,1761780491.425984,0.0,2,0.0426,0.0521,0.0366,0.0499,4.4646,5.2061,4.9894,0.0,0.0,0.0,12.7,None,None,5.615,True,None,sfc_cache_p2_1,0,None,0,0,0,1,4,0,0,0,False,100.0,10.335,5.165,16.5,2110.290839816137,20.0,2130.290839816137
0,1761780491.426326,0.0,2,0.0426,0.0521,0.0366,0.0499,4.4646,5.2061,4.9894,0.0,0.0,0.0,20.01,None,None,5.357,True,None,sfc_unique_p2_1,0,None,0,0,0,1,4,0,0,0,False,100.0,10.335,5.165,16.5,2110.290839816137,20.0,2130.290839816137
0,1761780491.443038,0.0,3,0.0459,0.1201,0.0459,0.0748,4.8965,12.0099,7.4841,0.0,0.0,0.0,9.5,None,None,5.742,True,None,sfc_cache_p3_1,0,None,0,0,0,2,6,0,0,0,False,100.0,7.5566666666666675,7.9433333333333325,16.5,2159.5765541018513,30.0,2189.5765541018513
0,1761780491.4433792,0.0,3,0.0459,0.1201,0.0459,0.0748,4.8965,12.0099,7.4841,0.0,0.0,0.0,10.25,None,None,5.64,True,None,sfc_unique_p3_1,0,None,0,0,0,2,6,0,0,0,False,100.0,7.5566666666666675,7.9433333333333325,16.5,2159.5765541018513,30.0,2189.5765541018513
0,1761780491.4585674,0.0,4,0.053,0.1663,0.0619,0.0748,5.8329,16.6289,7.4841,0.0,0.0,0.0,11.69,None,None,5.666,True,None,sfc_cache_p4_1,0,None,4,0,33.0,4,8,0,0,0,False,100.0,6.75125,8.24875,12.375,2196.2924744613183,40.0,2236.2924744613183
0,1761780491.4589164,0.0,4,0.053,0.1663,0.0619,0.0748,5.8329,16.6289,7.4841,0.0,0.0,0.0,19.7,None,None,5.529,True,None,sfc_unique_p4_1,0,None,4,0,33.0,4,8,0,0,0,False,100.0,6.75125,8.24875,12.375,2196.2924744613183,40.0,2236.2924744613183
0,1761780491.476129,0.1,5,0.0673,0.1923,0.08,0.0998,7.5964,19.2345,9.9788,0.0,0.0,0.0,9.12,None,None,5.629,True,None,sfc_cache_p5_1,0,None,4,4.33,33.0,6,10,0,0,0,False,100.0,7.034000000000001,7.633,13.2,2228.992420231383,50.0,2278.992420231383
0,1761780491.476466,0.1,5,0.0673,0.1923,0.08,0.0998,7.5964,19.2345,9.9788,0.0,0.0,0.0,19.11,None,None,5.551,True,None,sfc_unique_p5_1,0,None,4,4.33,33.0,6,10,0,0,0,False,100.0,7.034000000000001,7.633,13.2,2228.992420231383,50.0,2278.992420231383
0,1761780491.4924903,0.1,6,0.0849,0.1966,0.0955,0.0998,9.8644,19.6553,9.9788,0.0,0.0,0.0,13.29,None,None,5.486,True,None,sfc_cache_p6_1,0,None,12.33,4.33,66.0,10,12,0,0,0,False,100.0,7.611666666666667,6.5,11.0,2249.748308052889,60.0,2309.748308052889
0,1761780491.492851,0.1,6,0.0849,0.1966,0.0955,0.0998,9.8644,19.6553,9.9788,0.0,0.0,0.0,18.35,None,None,5.364,True,None,sfc_unique_p6_1,0,None,12.33,4.33,66.0,10,12,0,0,0,False,100.0,7.611666666666667,6.5,11.0,2249.748308052889,60.0,2309.748308052889
0,1761780507.3997614,16.0,6,0.1096,0.2008,0.1063,0.1247,13.0319,20.0761,12.4735,0.0,0.0,0.0,11.58,None,None,5.821,True,None,sfc_cache_p1_2,0,None,12.33,4.33,66.0,10,14,0,0,0,False,100.0,8.619285714285715,5.690714285714286,11.785714285714286,2273.533308052889,70.0,2343.533308052889
0,1761780507.4001563,16.0,6,0.1096,0.2008,0.1063,0.1247,13.0319,20.0761,12.4735,0.0,0.0,0.0,17.88,None,None,5.367,True,None,sfc_unique_p1_2,0,None,12.33,4.33,66.0,10,14,0,0,0,False,100.0,8.619285714285715,5.690714285714286,11.785714285714286,2273.533308052889,70.0,2343.533308052889
0,1761780507.420094,16.0,7,0.111,0.2453,0.1234,0.1247,13.5719,24.5288,12.4735,0.0,0.0,0.0,10.24,None,None,5.49,True,None,sfc_cache_p2_2,0,None,20.66,4.33,99.0,12,16,0,0,0,False,100.0,7.854375,6.08375,10.3125,2302.2125937671753,80.0,2382.2125937671753
0,1761780507.4204519,16.0,7,0.111,0.2453,0.1234,0.1247,13.5719,24.5288,12.4735,0.0,0.0,0.0,11.85,None,None,5.392,True,None,sfc_unique_p2_2,0,None,20.66,4.33,99.0,12,16,0,0,0,False,100.0,7.854375,6.08375,10.3125,2302.2125937671753,80.0,2382.2125937671753
0,1761780507.440501,16.0,8,0.1231,0.2831,0.1401,0.1497,15.2998,28.3086,14.9682,0.0,0.0,0.0,8.0,None,None,5.803,True,None,sfc_cache_p3_2,0,None,20.66,4.33,99.0,13,18,0,0,0,False,100.0,7.870555555555555,6.2411111111111115,11.0,2335.4576674127866,90.0,2425.4576674127866
0,1761780507.4408631,16.0,8,0.1231,0.2831,0.1401,0.1497,15.2998,28.3086,14.9682,0.0,0.0,0.0,12.66,None,None,5.478,True,None,sfc_unique_p3_2,0,None,20.66,4.33,99.0,13,18,0,0,0,False,100.0,7.870555555555555,6.2411111111111115,11.0,2335.4576674127866,90.0,2425.4576674127866
0,1761780507.4607434,16.1,9,0.1321,0.3268,0.158,0.1746,16.7761,32.6756,17.463,0.0,0.0,0.0,8.37,None,None,5.684,True,None,sfc_cache_p4_2,0,None,20.66,4.33,99.0,14,20,0,0,0,False,100.0,7.767,6.483499999999999,11.55,2362.5003095496054,100.0,2462.5003095496054
0,1761780507.4611094,16.1,9,0.1321,0.3268,0.158,0.1746,16.7761,32.6756,17.463,0.0,0.0,0.0,14.78,None,None,5.392,True,None,sfc_unique_p4_2,0,None,20.66,4.33,99.0,14,20,0,0,0,False,100.0,7.767,6.483499999999999,11.55,2362.5003095496054,100.0,2462.5003095496054
0,1761780507.481905,16.1,10,0.1342,0.3822,0.1787,0.1746,17.3161,38.2194,17.463,0.0,0.0,0.0,9.93,None,None,5.744,True,None,sfc_cache_p5_2,0,None,24.66,4.33,132.0,17,22,0,0,0,False,100.0,7.288181818181818,6.894090909090909,10.5,2406.13954109271,110.0,2516.13954109271
0,1761780507.4822624,16.1,10,0.1342,0.3822,0.1787,0.1746,17.3161,38.2194,17.463,0.0,0.0,0.0,11.08,None,None,5.504,True,None,sfc_unique_p5_2,0,None,24.66,4.33,132.0,17,22,0,0,0,False,100.0,7.288181818181818,6.894090909090909,10.5,2406.13954109271,110.0,2516.13954109271
0,1761780507.5044885,16.1,11,0.1398,0.4267,0.2024,0.1746,17.9641,42.6721,17.463,1.1583,0.0,0.0,11.21,None,None,5.948,True,None,sfc_cache_p6_2,0,None,28.66,4.33,165.0,20,24,0,0,0,False,100.0,7.069583333333334,7.055833333333333,9.625,2450.31454109271,120.0,2570.31454109271
0,1761780507.504868,16.1,11,0.1398,0.4267,0.2024,0.1746,17.9641,42.6721,17.463,1.1583,0.0,0.0,16.46,None,None,5.558,True,None,sfc_unique_p6_2,0,None,28.66,4.33,165.0,20,24,0,0,0,False,100.0,7.069583333333334,7.055833333333333,9.625,2450.31454109271,120.0,2570.31454109271
0,1761780531.4125488,40.0,11,0.1612,0.4267,0.2108,0.1996,21.3119,42.6721,19.9577,1.0447,0.0,0.0,10.26,None,None,6.089,True,None,sfc_cache_p1_3,0,None,28.66,4.33,165.0,20,26,0,0,0,False,100.0,7.718076923076923,6.513076923076923,10.153846153846153,2481.028826806996,130.0,2611.028826806996
